id,escalated_property,escalated_holistic,A_Sentential,A_Normative,A_Referential,A_Process,A_Data,A_Human,A_Atomicity,B_Sentential,B_Normative,B_Referential,B_Process,B_Data,B_Human,B_Atomicity,M_Sentential,M_Normative,M_Referential,M_Process,M_Data,M_Human,M_Atomicity,A3_Completeness,A3_SelfSufficiency,A3_Atomicity3,M3_Completeness,M3_SelfSufficiency,M3_Atomicity3,Ah_Verdict,Mh_Verdict,A1_verdict,A2_verdict,A3_verdict,A4_verdict,A3_check_failed,A3_check_failures,A4_check_failed,A4_check_failures
87,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Incomplete,No,,Incomplete,No,,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch
88,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Incomplete,No,,Incomplete,No,,No,No,Yes,Yes,Yes,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch
89,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,N,Incomplete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,Yes,No,Yes,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,selfsuff_mismatch
90,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
91,1,0,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch
92,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
93,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
94,0,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
95,1,0,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Incomplete,Independent,Independent,Independent,,Complete,Yes,Compound,Complete,Yes,Compound,No,No,No,No,No,No,1,completeness_mismatch;selfsuff_mismatch,1,completeness_mismatch
96,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
97,1,0,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,No,,Complete,No,,No,No,No,No,No,No,0,,0,
98,0,0,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
99,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,No,Yes,No,0,,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
100,0,0,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
101,0,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
102,1,0,Incomplete,Y,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
103,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
104,0,0,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,P,Complete,Independent,Independent,Independent,,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,No,No,No,1,holistic_vs_seven;three_vs_seven;completeness_mismatch,1,holistic_vs_seven;three_vs_seven;completeness_mismatch
105,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
106,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
107,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
108,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Compound,Incomplete,Dependent,Dependent,Dependent,,Complete,Compound,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
109,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
110,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
111,0,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
112,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
113,1,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_three;three_vs_seven
114,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
115,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
116,1,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven,0,
117,0,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_seven;holistic_vs_three,0,
118,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,1,holistic_vs_three;three_vs_seven
119,1,1,Complete,Y,Complete,Dependent,Independent,Independent,Compound,Complete,Y,Incomplete,Dependent,Dependent,Independent,,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,No,Yes,No,No,No,No,1,selfsuff_mismatch;LT4_gate,1,holistic_vs_seven;holistic_vs_three;selfsuff_mismatch;LT4_gate
120,0,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,No,,Complete,No,,No,No,No,No,No,No,1,LT4_gate,1,LT4_gate
121,0,1,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
122,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
123,0,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Incomplete,No,,Incomplete,No,,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
124,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Dependent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
125,0,0,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
126,0,0,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Complete,Y,Incomplete,Independent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,0,
127,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,1,holistic_vs_three;three_vs_seven
128,1,0,Complete,Y,Incomplete,Independent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,No,Yes,No,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,0,
129,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
130,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
131,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
132,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
133,1,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
134,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
135,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
136,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
137,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,P,Complete,Independent,Independent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
138,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Compound,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_three;three_vs_seven,0,
139,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
140,1,0,Complete,Y,Incomplete,Dependent,Dependent,Dependent,,Complete,Y,Complete,Independent,Dependent,Dependent,,Complete,Y,Complete,Dependent,Dependent,Dependent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,0,,1,completeness_mismatch
141,0,0,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
142,1,1,Complete,Y,Complete,Independent,Independent,Independent,Compound,Complete,Y,Complete,Independent,Independent,Dependent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,Yes,No,Yes,No,Yes,1,holistic_vs_three;three_vs_seven,0,
143,0,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
144,0,0,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,N,Incomplete,Independent,Independent,Independent,,Incomplete,No,,Incomplete,No,,No,No,No,No,No,No,1,selfsuff_mismatch,1,selfsuff_mismatch
145,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
146,0,0,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Compound,Complete,Independent,Independent,Independent,Compound,Complete,Yes,Compound,Complete,Yes,Compound,Yes,Yes,No,No,No,No,1,holistic_vs_seven;holistic_vs_three,1,holistic_vs_seven;holistic_vs_three
147,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
148,0,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Incomplete,No,,Incomplete,No,,No,Yes,Yes,Yes,Yes,Yes,1,holistic_vs_seven;three_vs_seven;completeness_mismatch;selfsuff_mismatch,1,holistic_vs_three;three_vs_seven;completeness_mismatch;selfsuff_mismatch
149,1,0,Complete,Y,Complete,Dependent,Independent,Independent,Atomic,Complete,Y,Complete,Dependent,Independent,Dependent,,Complete,Y,Complete,Dependent,Independent,Dependent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,No,No,No,No,No,No,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch;LT4_gate,1,holistic_vs_three;three_vs_seven;selfsuff_mismatch;LT4_gate
150,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Incomplete,Independent,Dependent,Independent,,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
151,1,0,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Independent,Atomic,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Yes,Atomic,Complete,Yes,Atomic,Yes,Yes,Yes,Yes,Yes,Yes,0,,0,
152,1,1,Complete,Y,Complete,Independent,Independent,Independent,Atomic,Complete,Y,Complete,Independent,Dependent,Dependent,,Complete,Y,Complete,Independent,Dependent,Dependent,,Complete,Yes,Compound,Complete,Yes,Compound,No,No,Yes,No,Yes,No,1,holistic_vs_seven;three_vs_seven,1,selfsuff_mismatch
